facts,longitude,latitude
Alcohol Involvement,-73.7894136,40.7119987
Alcohol Involvement,-73.7894136,40.7119987
Prescription Medication,-73.917951,40.6431584
Alcohol Involvement,-73.8440906,40.68253
Alcohol Involvement,-73.8465445,40.7238888
Alcohol Involvement,-73.9923627,40.6896895
Alcohol Involvement,-74.2094395,40.5562154
Prescription Medication,-73.9930696,40.7578281
Aggressive Driving/Road Rage,-73.9928041,40.7429104
Alcohol Involvement,-74.0337404,40.6076439
Prescription Medication,-74.0131754,40.6320129
Aggressive Driving/Road Rage,-73.9937353,40.7416232
Prescription Medication,-73.929753,40.820266
Prescription Medication,-73.9170643,40.8636899
Prescription Medication,-73.9666066,40.7672901
Prescription Medication,-73.9085154,40.7688806
Alcohol Involvement,-73.999975,40.6742005
Fell Asleep,-73.9100666,40.6246279
Prescription Medication,-73.8597598,40.7118451
Aggressive Driving/Road Rage,-73.9611495,40.7649883
Prescription Medication,-73.7412594,40.7657061
Prescription Medication,-74.1767116,40.5267984
Prescription Medication,-73.9790905,40.6862925
Prescription Medication,-73.9577094,40.7305899
Fell Asleep,-73.8030722,40.7601275
Prescription Medication,-73.9781227,40.7457274
Prescription Medication,-73.9903149,40.7616074
Prescription Medication,-73.9037668,40.8539139
Prescription Medication,-73.8909872,40.8701594
Prescription Medication,-73.9652931,40.759308
Prescription Medication,-74.001054,40.7570653
Aggressive Driving/Road Rage,-73.9991446,40.754584
Fell Asleep,-73.9588098,40.7599125
Prescription Medication,-73.999242,40.7595273
Prescription Medication,-73.9807109,40.5939967
Prescription Medication,-73.9628511,40.7172714
Prescription Medication,-73.8390967,40.8245695
Prescription Medication,-73.998372,40.6148313
Prescription Medication,-73.8102197,40.7157074
Prescription Medication,-73.7979608,40.7042244
Prescription Medication,-73.9981962,40.7210624
Alcohol Involvement,-73.9383532,40.81883
Prescription Medication,-73.8176475,40.8197425
Animals Action,-73.924076,40.6564831
Prescription Medication,-73.9762114,40.5798272
Alcohol Involvement,-73.8532358,40.6932632
Prescription Medication,-73.9433228,40.8209185
Prescription Medication,-73.9949394,40.7008398
Prescription Medication,-73.8916346,40.8744774
Prescription Medication,-73.7793353,40.6814991
Fell Asleep,-73.9831689,40.7561391
Prescription Medication,-73.871598,40.8786453
Prescription Medication,-73.8434367,40.8627681
Prescription Medication,-73.9954183,40.617672
Prescription Medication,-73.9956441,40.744099
Prescription Medication,-73.9147305,40.6481022
Prescription Medication,-73.9749359,40.7460781
Prescription Medication,-73.9525066,40.7303601
Prescription Medication,-73.9845292,40.6960346
Fell Asleep,-73.7636094,40.7391739
Prescription Medication,-73.9939358,40.7589782
Prescription Medication,-73.9555525,40.7726551
Prescription Medication,-73.9292373,40.7378083
Aggressive Driving/Road Rage,-74.0157476,40.64656
Prescription Medication,-73.8105512,40.6663322
Aggressive Driving/Road Rage,-73.9553364,40.7827364
Prescription Medication,-73.9519066,40.5819083
Prescription Medication,-73.9872431,40.5724975
Alcohol Involvement,-74.0029696,40.7342536
Prescription Medication,-73.9954735,40.759626
Prescription Medication,-73.9749359,40.7460781
Prescription Medication,-74.1487877,40.5496447
Prescription Medication,-73.9560151,40.7720212
Prescription Medication,-73.8328263,40.7043709
Prescription Medication,-73.9695855,40.7660915
Prescription Medication,-73.8235801,40.8278679
Prescription Medication,-73.9799732,40.7605247
Prescription Medication,-73.7817845,40.71314
Prescription Medication,-73.832337,40.8845482
Alcohol Involvement,-73.7892177,40.7557169
Alcohol Involvement,-73.8587621,40.8847784
Prescription Medication,-73.9517434,40.777874
Drugs (Illegal),-73.9507996,40.7749285
Alcohol Involvement,-73.9149938,40.763893
Aggressive Driving/Road Rage,-73.9351714,40.8473568
Aggressive Driving/Road Rage,-73.944679,40.8410516
Prescription Medication,-74.0016836,40.6751012
Prescription Medication,-73.9840137,40.5901544
Prescription Medication,-74.0128675,40.7171751
Prescription Medication,-74.0236552,40.6199616
Drugs (Illegal),-73.9544837,40.7781387
Prescription Medication,-73.9158697,40.8363929
Prescription Medication,-73.7295189,40.6574335
Prescription Medication,-73.8661014,40.724248
Alcohol Involvement,-74.0200041,40.6426688
Fell Asleep,-73.9967877,40.7527231
Prescription Medication,-73.9319164,40.8493091
Prescription Medication,-73.9223713,40.8361093
Alcohol Involvement,-73.9087978,40.6910754
Aggressive Driving/Road Rage,-73.9552819,40.7885854
Prescription Medication,-73.9615205,40.760229
Prescription Medication,-73.9444241,40.8346811
Prescription Medication,-73.738575,40.7303832
Aggressive Driving/Road Rage,-74.0029374,40.6588768
Prescription Medication,-73.9424152,40.7006571
Prescription Medication,-73.9945276,40.760927
Aggressive Driving/Road Rage,-74.0082326,40.7219679
Prescription Medication,-73.94993,40.6541504
Prescription Medication,-73.9689773,40.7542505
Alcohol Involvement,-73.9925287,40.7534749
Prescription Medication,-73.9188973,40.7421876
Aggressive Driving/Road Rage,-73.9926041,40.7241363
Prescription Medication,-73.9762353,40.7656758
Alcohol Involvement,-73.8458097,40.78419
Prescription Medication,-73.9926041,40.7241363
Alcohol Involvement,-73.9179831,40.7372519
Alcohol Involvement,-73.8881726,40.6324369
Alcohol Involvement,-73.989687,40.5740047
Prescription Medication,-73.9656962,40.7545048
Prescription Medication,-73.9596868,40.8137781
Prescription Medication,-73.8127193,40.6914065
Alcohol Involvement,-73.9137706,40.8387216
Prescription Medication,-73.8426228,40.7193491
Alcohol Involvement,-73.9113446,40.8049944
Alcohol Involvement,-73.9050515,40.8327066
Alcohol Involvement,-73.9076365,40.6417288
Prescription Medication,-73.8538326,40.7549579
Fell Asleep,-73.9684426,40.7705157
Prescription Medication,-73.9495721,40.6508071
Alcohol Involvement,-73.8386489,40.6814383
Alcohol Involvement,-73.958708,40.6503881
Prescription Medication,-73.8906229,40.6585778
Prescription Medication,-73.999242,40.7595273
Prescription Medication,-73.9943762,40.7583771
Prescription Medication,-73.9625344,40.6004617
Prescription Medication,-73.7083194,40.7373344
Prescription Medication,-73.8500701,40.6898418
Animals Action,-74.0098558,40.6007559
Prescription Medication,-73.8792531,40.6717304
Prescription Medication,-73.9877415,40.7006626
Prescription Medication,-73.9221411,40.8691471
Prescription Medication,-73.976288,40.7597856
Fell Asleep,-73.8161641,40.7017674
Prescription Medication,-73.9887629,40.696197
Alcohol Involvement,-73.9984879,40.7452931
Prescription Medication,-73.9767049,40.7649952
Alcohol Involvement,-74.2143722,40.5555878
Alcohol Involvement,-73.7446568,40.6655218
Alcohol Involvement,-73.9552939,40.6792042
Prescription Medication,-73.9907077,40.6891376
Alcohol Involvement,-73.9424305,40.753996
Prescription Medication,-73.8683819,40.6765301
Alcohol Involvement,-73.9968524,40.7577322
Prescription Medication,-73.9877415,40.7006626
Prescription Medication,-74.0102002,40.7076949
Prescription Medication,-73.8451332,40.6822652
Prescription Medication,-73.958708,40.6503881
Prescription Medication,-73.9188878,40.6699207
Prescription Medication,-73.9619161,40.8005438
Prescription Medication,-73.9907077,40.6891376
Alcohol Involvement,-73.8894852,40.8231905
Prescription Medication,-73.9496281,40.7485401
Prescription Medication,-74.0009817,40.7520589
Prescription Medication,-73.9757968,40.7406437
Prescription Medication,-73.9716962,40.7603116
Fell Asleep,-73.8210861,40.7811158
Prescription Medication,-73.8565294,40.6859635
Prescription Medication,-73.9986569,40.5972673
Prescription Medication,-73.9583509,40.7605353
Prescription Medication,-73.9528583,40.5902941
Prescription Medication,-74.0065289,40.7495527
Alcohol Involvement,-73.9917345,40.6667376
Prescription Medication,-74.0085823,40.7199532
Prescription Medication,-74.1500095,40.5377004
Prescription Medication,-73.9911032,40.5898451
Prescription Medication,-73.9947093,40.7453835
Prescription Medication,-73.9271346,40.6213573
Prescription Medication,-73.8881726,40.6324369
Prescription Medication,-74.1186404,40.5595419
Alcohol Involvement,-73.8992726,40.8522495
Alcohol Involvement,-73.9488206,40.8082954
Prescription Medication,-74.0072251,40.7130557
Aggressive Driving/Road Rage,-73.8542983,40.8984496
Prescription Medication,-74.0101291,40.7143839
Prescription Medication,-73.9525532,40.7865477
Prescription Medication,-73.9504508,40.8264277
Prescription Medication,-73.9818487,40.7662862
Prescription Medication,-73.8096968,40.7867847
Prescription Medication,-73.9807025,40.6853239
Fell Asleep,-73.8060719,40.7588947
Prescription Medication,-74.1487877,40.5496447
Alcohol Involvement,-73.9888461,40.6950223
Aggressive Driving/Road Rage,-74.0098623,40.6420976
Fell Asleep,-73.9150586,40.8716041
Alcohol Involvement,-73.7530478,40.597787
Aggressive Driving/Road Rage,-73.9248756,40.6921959
Prescription Medication,-73.9184596,40.8255779
Fell Asleep,-73.8822371,40.8231387
Alcohol Involvement,-73.9558256,40.6929914
Prescription Medication,-73.9480385,40.782942
Prescription Medication,-73.8778868,40.6874922
Prescription Medication,-73.8894514,40.8630903
Alcohol Involvement,-73.8720247,40.7339657
Prescription Medication,-73.9615863,40.6962076
Alcohol Involvement,-73.9876351,40.5745946
Prescription Medication,-74.0894424,40.6076902
Prescription Medication,-73.9698492,40.7896743
Alcohol Involvement,-74.00246,40.711571
Fell Asleep,-73.8013783,40.7725474
Alcohol Involvement,-73.7539979,40.6047828
Prescription Medication,-73.810322,40.6670811
Prescription Medication,-73.9467017,40.79745
Aggressive Driving/Road Rage,-73.959393,40.7742786
Alcohol Involvement,-73.9038023,40.7019625
Alcohol Involvement,-73.8200424,40.6916433
Prescription Medication,-74.0103519,40.732384
Prescription Medication,-73.8776702,40.7367523
Prescription Medication,-73.9734636,40.7636578
Prescription Medication,-73.879353,40.8815054
Prescription Medication,-73.9377952,40.8554167
Prescription Medication,-73.9572076,40.6635186
Alcohol Involvement,-73.9939473,40.7515235
Alcohol Involvement,-73.9751095,40.7353901
Alcohol Involvement,-73.9176827,40.8402259
Alcohol Involvement,-73.9406446,40.8057361
Prescription Medication,-73.8720247,40.7339657
Alcohol Involvement,-73.8900044,40.6511499
Prescription Medication,-73.996771,40.725432
Alcohol Involvement,-73.7974856,40.71579
Alcohol Involvement,-73.7888294,40.6698241
Prescription Medication,-73.9261862,40.76235
Prescription Medication,-73.9339856,40.6982647
Prescription Medication,-73.969846,40.7487997
Prescription Medication,-73.9808593,40.7419703
Aggressive Driving/Road Rage,-73.9597202,40.7586639
Prescription Medication,-74.0269518,40.6394461
Aggressive Driving/Road Rage,-73.959265,40.7592841
Prescription Medication,-73.9511673,40.8101738
Alcohol Involvement,-73.8795264,40.7599172
Alcohol Involvement,-73.9725472,40.803145
Alcohol Involvement,-73.7673526,40.6561603
Prescription Medication,-73.9514819,40.7304639
Prescription Medication,-74.0009817,40.7520589
Aggressive Driving/Road Rage,-74.0092177,40.618583
Prescription Medication,-73.9871799,40.7332923
Prescription Medication,-73.8271456,40.7545092
Prescription Medication,-74.1996796,40.518518
Alcohol Involvement,-73.9332467,40.6978553
Alcohol Involvement,-74.1100832,40.5731921
Alcohol Involvement,-73.8348162,40.8677816
Prescription Medication,-73.9845292,40.6960346
Alcohol Involvement,-73.8294593,40.6853995
Alcohol Involvement,-73.8882659,40.7402626
Alcohol Involvement,-73.922463,40.7574235
Alcohol Involvement,-73.895258,40.7526563
Alcohol Involvement,-74.0102489,40.648707
Prescription Medication,-74.0134081,40.6248957
Prescription Medication,-74.0266794,40.6341982
Prescription Medication,-73.9756962,40.6699742
Prescription Medication,-73.9734608,40.7978874
Prescription Medication,-73.9976034,40.753928
Prescription Medication,-73.7677632,40.7079964
Prescription Medication,-73.9936167,40.7360047
Fell Asleep,-73.8103344,40.7552705
Alcohol Involvement,-74.243549,40.5157709
Prescription Medication,-73.9771875,40.747009
Prescription Medication,-73.9516237,40.7140668
Prescription Medication,-74.0074323,40.7266011
Prescription Medication,-73.9421312,40.7203369
Alcohol Involvement,-73.8828892,40.6334362
Alcohol Involvement,-73.8769234,40.74837
Alcohol Involvement,-73.8625956,40.7342733
Prescription Medication,-73.9543399,40.7140707
Prescription Medication,-73.9983142,40.7608228
Prescription Medication,-73.9504508,40.8264277
Prescription Medication,-73.9547539,40.7206006
Prescription Medication,-73.979056,40.7617706
Alcohol Involvement,-73.9934636,40.7521904
Fell Asleep,-73.7393814,40.7557604
Fell Asleep,-73.9479233,40.7871194
Alcohol Involvement,-73.7448854,40.6757571
Prescription Medication,-73.9623637,40.5774108
Aggressive Driving/Road Rage,-73.8538124,40.7411051
Alcohol Involvement,-73.8030082,40.7536992
Alcohol Involvement,-73.9399911,40.6211643
Prescription Medication,-73.8010245,40.6706674
Prescription Medication,-73.974044,40.7472966
Prescription Medication,-73.9877686,40.7497883
Prescription Medication,-73.9123486,40.6315685
Prescription Medication,-73.9681646,40.6119531
Prescription Medication,-73.9973001,40.7571064
Prescription Medication,-73.9511173,40.7109568
Prescription Medication,-73.9466325,40.5999092
Prescription Medication,-73.9973989,40.7214494
Prescription Medication,-73.9934636,40.7521904
Prescription Medication,-73.9744374,40.7565574
Prescription Medication,-73.977887,40.7489222
Prescription Medication,-74.0650758,40.6012042
Prescription Medication,-73.9737343,40.7546195
Prescription Medication,-73.9732757,40.7552424
Prescription Medication,-73.9537838,40.6629463
Prescription Medication,-73.9872553,40.6220219
Prescription Medication,-73.929753,40.820266
Fell Asleep,-73.8057609,40.7368127
Prescription Medication,-73.999242,40.7595273
Prescription Medication,-73.9629257,40.7583082
Prescription Medication,-74.1458948,40.5513611
Prescription Medication,-73.9928041,40.7429104
Alcohol Involvement,-73.9197075,40.6717575
Prescription Medication,-73.9939358,40.7589782
Prescription Medication,-73.9598617,40.6556338
Prescription Medication,-73.7927857,40.7411926
Prescription Medication,-73.9531392,40.6569158
Prescription Medication,-73.9949825,40.7603012
Prescription Medication,-73.9718339,40.5798042
Prescription Medication,-74.1373916,40.549593
Alcohol Involvement,-74.0055454,40.7271556
Prescription Medication,-73.9022935,40.8627177
Prescription Medication,-73.9189434,40.8644625
Alcohol Involvement,-73.8235433,40.6945856
Fell Asleep,-73.9645308,40.7672346
Fell Asleep,-73.8308543,40.7679997
Prescription Medication,-73.9618804,40.6548824
Aggressive Driving/Road Rage,-73.8522339,40.8996409
Prescription Medication,-74.0185292,40.6323333
Alcohol Involvement,-73.8961242,40.6578144
Prescription Medication,-74.0051471,40.7094245
Prescription Medication,-73.9074026,40.8362327
Prescription Medication,-73.9334012,40.705667
Alcohol Involvement,-74.1834204,40.5386702
Alcohol Involvement,-73.9845604,40.7484375
Prescription Medication,-73.9914004,40.7703138
Prescription Medication,-74.0075648,40.6544301
Alcohol Involvement,-73.8235566,40.7590409
Prescription Medication,-73.9900681,40.7466595
Fell Asleep,-73.7715348,40.7315183
Alcohol Involvement,-73.9204583,40.6588384
Alcohol Involvement,-73.9183917,40.8338092
Prescription Medication,-73.9440488,40.6793366
Fell Asleep,-73.8138031,40.7888417
Prescription Medication,-73.7889315,40.6933965
Prescription Medication,-73.7650998,40.6890026
Alcohol Involvement,-73.9078673,40.8138335
Prescription Medication,-73.9925287,40.7534749
Alcohol Involvement,-73.7388632,40.6770886
Aggressive Driving/Road Rage,-74.0063841,40.7446451
Alcohol Involvement,-73.9046221,40.8473932
Alcohol Involvement,-73.9974982,40.5752183
Fell Asleep,-73.9818325,40.746417
Prescription Medication,-73.9939358,40.7589782
Alcohol Involvement,-73.9406048,40.8503542
Prescription Medication,-73.9408681,40.720888
Alcohol Involvement,-73.8680867,40.7456018
Fell Asleep,-73.9455945,40.7114813
Alcohol Involvement,-73.8386985,40.781677
Prescription Medication,-73.9749156,40.7616682
Alcohol Involvement,-74.1072246,40.5908082
Alcohol Involvement,-73.8382532,40.7668456
Prescription Medication,-73.9906233,40.7509908
Prescription Medication,-73.9365889,40.8429166
Prescription Medication,-73.9749359,40.7460781
Prescription Medication,-73.9730158,40.7642781
Prescription Medication,-73.901381,40.6442955
Alcohol Involvement,-73.8286257,40.6856536
Prescription Medication,-74.0331615,40.6134019
Alcohol Involvement,-73.8821335,40.8353383
Alcohol Involvement,-73.8347874,40.6581708
Alcohol Involvement,-73.8143383,40.6785087
Prescription Medication,-73.9320414,40.8578397
Alcohol Involvement,-73.8644477,40.7532637
Prescription Medication,-73.8964918,40.9063395
Prescription Medication,-74.009256,40.7132559
Prescription Medication,-73.9899639,40.7671875
Alcohol Involvement,-73.8740363,40.6777002
Prescription Medication,-73.9977585,40.7564889
Alcohol Involvement,-73.8325772,40.6858076
Drugs (Illegal),-73.9606815,40.5915981
Alcohol Involvement,-73.9476044,40.8252325
Alcohol Involvement,-73.9529869,40.678723
Alcohol Involvement,-74.0637592,40.598935
Prescription Medication,-74.0117465,40.7223244
Prescription Medication,-73.9282635,40.6502277
Prescription Medication,-73.8573019,40.7478808
Aggressive Driving/Road Rage,-73.8977096,40.8601968
Prescription Medication,-73.9521293,40.7332803
Prescription Medication,-74.0070233,40.7488912
Prescription Medication,-74.0897774,40.5943475
Fell Asleep,-73.9250042,40.8663357
Prescription Medication,-73.9194608,40.640239
Prescription Medication,-73.9930182,40.6974627
Aggressive Driving/Road Rage,-73.9936392,40.7272901
Prescription Medication,-73.9848306,40.6869302
Alcohol Involvement,-73.8694534,40.7627251
Alcohol Involvement,-73.9256233,40.6166737
Alcohol Involvement,-73.8380134,40.7265632
Fell Asleep,-73.9113446,40.8049944
Alcohol Involvement,-73.910412,40.855728
Prescription Medication,-73.826199,40.7465563
Prescription Medication,-74.0068217,40.6484657
Fell Asleep,-73.8962702,40.7006522
Prescription Medication,-73.9675292,40.7928576
Prescription Medication,-73.959477,40.7311422
Aggressive Driving/Road Rage,-73.9309332,40.8319153
Alcohol Involvement,-73.9542459,40.7301988
Prescription Medication,-73.8967071,40.8958056
Prescription Medication,-74.100392,40.5796897
Prescription Medication,-73.9890159,40.7365615
Alcohol Involvement,-74.0666242,40.5903421
Alcohol Involvement,-73.9284614,40.8656325
Prescription Medication,-73.9233984,40.835432
Aggressive Driving/Road Rage,-73.8950593,40.8283888
Fell Asleep,-74.0027498,40.6523854
Prescription Medication,-73.982817,40.7633659
Prescription Medication,-74.0132549,40.7058694
Prescription Medication,-73.8672648,40.8375028
Prescription Medication,-73.860831,40.7309116
Prescription Medication,-74.0014034,40.7225555
Alcohol Involvement,-74.0210119,40.6334692
Prescription Medication,-73.9981962,40.7210624
Alcohol Involvement,-73.850117,40.6914558
Alcohol Involvement,-73.936309,40.8030248
Prescription Medication,-73.9551861,40.7162531
Prescription Medication,-73.9932635,40.7677586
Prescription Medication,-73.8624706,40.7301807
Prescription Medication,-73.917751,40.6241643
Prescription Medication,-73.8034461,40.6835931
Prescription Medication,-73.9949825,40.7603012
Prescription Medication,-73.8317333,40.8687708
Aggressive Driving/Road Rage,-73.836988,40.8448213
Alcohol Involvement,-73.8831858,40.6325401
Prescription Medication,-73.923706,40.8382017
Prescription Medication,-73.9331802,40.7137996
Alcohol Involvement,-73.7805483,40.7084277
Alcohol Involvement,-73.9647775,40.6830392
Fell Asleep,-73.9940466,40.6908973
Prescription Medication,-73.9801725,40.6611533
Prescription Medication,-73.983731,40.7604566
Prescription Medication,-73.9656962,40.7545048
Prescription Medication,-73.9939358,40.7589782
Prescription Medication,-74.0028124,40.6002042
Prescription Medication,-73.9502507,40.7025684
Aggressive Driving/Road Rage,-74.0779083,40.6060735
Alcohol Involvement,-73.7897771,40.6699604
Prescription Medication,-73.9797897,40.7349628
Prescription Medication,-73.9847045,40.7023531
Prescription Medication,-74.0052244,40.729335
Prescription Medication,-73.983731,40.7604566
Prescription Medication,-73.9869628,40.7364652
Alcohol Involvement,-73.8094389,40.6670494
Alcohol Involvement,-74.1461729,40.6247492
Prescription Medication,-73.996654,40.755207
Prescription Medication,-74.0073938,40.7051837
Prescription Medication,-73.9475993,40.7400002
Prescription Medication,-73.9926041,40.7241363
Prescription Medication,-74.0229594,40.6287012
Prescription Medication,-73.9964741,40.6774397
Prescription Medication,-73.8498924,40.7383334
Prescription Medication,-73.9996824,40.738552
Prescription Medication,-73.9604436,40.6102022
Aggressive Driving/Road Rage,-74.0083661,40.7503074
Prescription Medication,-73.9493331,40.7851932
Fell Asleep,-73.9389084,40.8240919
Prescription Medication,-73.9382591,40.7450679
Aggressive Driving/Road Rage,-73.8702929,40.8779327
Fell Asleep,-73.8287931,40.7566718
Prescription Medication,-73.9778938,40.6850764
Prescription Medication,-73.9137559,40.6437784
Alcohol Involvement,-73.9031775,40.6553118
Alcohol Involvement,-73.9871799,40.7332923
Alcohol Involvement,-74.005864,40.7402618
Prescription Medication,-73.9903644,40.7192038
Alcohol Involvement,-74.1146592,40.6110986
Prescription Medication,-73.9845292,40.6960346
Prescription Medication,-73.9111217,40.8494185
Alcohol Involvement,-74.0036366,40.7236808
Prescription Medication,-73.8657477,40.8210107
Prescription Medication,-73.8894171,40.6728468
Prescription Medication,-73.9917152,40.735214
Prescription Medication,-73.9813911,40.737222
Prescription Medication,-73.910489,40.8307375
Prescription Medication,-73.8527719,40.6975581
Prescription Medication,-73.9465923,40.7806906
Alcohol Involvement,-74.1750875,40.5467145
Aggressive Driving/Road Rage,-73.862854,40.7034142
Alcohol Involvement,-73.8556447,40.688257
Fell Asleep,-73.8478483,40.7801469
Alcohol Involvement,-74.1931421,40.5879491
Alcohol Involvement,-73.7332073,40.7075646
Alcohol Involvement,-73.9575944,40.729879
Prescription Medication,-73.9290539,40.8083782
Alcohol Involvement,-73.9996896,40.7589235
Aggressive Driving/Road Rage,-74.1154434,40.6046944
Prescription Medication,-73.894624,40.7290837
Prescription Medication,-73.9283651,40.6328477
Prescription Medication,-73.9339793,40.7155896
Prescription Medication,-73.8779179,40.7393958
Prescription Medication,-73.9532731,40.7281344
Aggressive Driving/Road Rage,-73.9390768,40.8216382
Prescription Medication,-74.0253457,40.6228597
Alcohol Involvement,-73.822349,40.7868543
Drugs (Illegal),-73.954126,40.6789568
Prescription Medication,-73.9928968,40.7199725
Aggressive Driving/Road Rage,-73.9279067,40.7136399
Aggressive Driving/Road Rage,-74.0974882,40.610261
Prescription Medication,-73.8635575,40.8953759
Prescription Medication,-73.8139446,40.7278536
Prescription Medication,-73.9735026,40.6475955
Aggressive Driving/Road Rage,-73.9741487,40.6262138
Prescription Medication,-73.9864003,40.7517013
Prescription Medication,-73.9815802,40.6668874
Prescription Medication,-73.949836,40.6066655
Aggressive Driving/Road Rage,-73.8414102,40.7816918
Alcohol Involvement,-73.9903644,40.7192038
Fell Asleep,-73.998596,40.7502418
Prescription Medication,-73.9959428,40.758981
Prescription Medication,-73.9329972,40.7093173
Prescription Medication,-73.9813106,40.7413501
Prescription Medication,-73.9514043,40.5993815
Alcohol Involvement,-73.9669961,40.7609059
Alcohol Involvement,-74.0391827,40.6178549
Aggressive Driving/Road Rage,-73.9587495,40.7230834
Drugs (Illegal),-73.9603492,40.5873051
Prescription Medication,-73.9556159,40.7642891
Prescription Medication,-73.7711686,40.7582955
Prescription Medication,-73.8379084,40.842052
Prescription Medication,-73.992805,40.7683816
Prescription Medication,-73.874758,40.8731621
Prescription Medication,-73.9917874,40.7646844
Prescription Medication,-73.7580139,40.7467241
Prescription Medication,-73.9378611,40.7886954
Prescription Medication,-73.9376508,40.7433055
Prescription Medication,-73.9072437,40.8128559
Prescription Medication,-74.0054264,40.7278775
Prescription Medication,-73.9828775,40.7667145
Prescription Medication,-73.7921314,40.694116
Prescription Medication,-73.7648278,40.6812617
Aggressive Driving/Road Rage,-73.92446,40.8234685
Aggressive Driving/Road Rage,-73.8887123,40.8251825
Prescription Medication,-74.0769561,40.6201606
Fell Asleep,-73.9615205,40.760229
Prescription Medication,-73.8963957,40.8287632
Alcohol Involvement,-73.8349614,40.7703252
Prescription Medication,-73.9891681,40.688616
Alcohol Involvement,-73.9942915,40.7093641
Prescription Medication,-73.950066,40.6554241
Prescription Medication,-73.8296641,40.7618909
Animals Action,-73.8143673,40.5877521
Prescription Medication,-73.9430642,40.8401945
Aggressive Driving/Road Rage,-73.9470338,40.8158288
Fell Asleep,-73.9421403,40.8179619
Alcohol Involvement,-74.2208791,40.5492047
Prescription Medication,-73.9776727,40.742258
Prescription Medication,-74.1648471,40.5554802
Prescription Medication,-73.7977044,40.7043282
Prescription Medication,-73.9125045,40.724257
Prescription Medication,-73.9730158,40.7642781
Alcohol Involvement,-73.8930684,40.819365
Prescription Medication,-74.0056572,40.7264365
Prescription Medication,-73.8265168,40.8310013
Alcohol Involvement,-73.9915969,40.6144522
Aggressive Driving/Road Rage,-73.9489603,40.781688
Fell Asleep,-73.9663884,40.7704767
Alcohol Involvement,-73.7310118,40.7215881
Prescription Medication,-73.8531379,40.6869281
Alcohol Involvement,-73.9260124,40.8635725
Alcohol Involvement,-73.7532369,40.6801176
Alcohol Involvement,-74.0894424,40.6076902
Prescription Medication,-73.9569723,40.5868757
Prescription Medication,-73.9732091,40.7952524
Alcohol Involvement,-73.9116661,40.8069664
Prescription Medication,-73.9936106,40.7621841
Prescription Medication,-74.0047486,40.7346598
Prescription Medication,-73.9192258,40.8075593
Aggressive Driving/Road Rage,-73.860674,40.8284182
Prescription Medication,-74.1548787,40.5523265
Prescription Medication,-73.9334012,40.705667
Prescription Medication,-73.9899639,40.7671875
Prescription Medication,-73.9758407,40.7488862
Alcohol Involvement,-73.9266726,40.635306
Prescription Medication,-74.0128675,40.7171751
Prescription Medication,-73.978388,40.6844232
Prescription Medication,-73.9926328,40.7584292
Alcohol Involvement,-73.931394,40.8677802
Alcohol Involvement,-73.8655912,40.6874346
Alcohol Involvement,-74.0029734,40.575619
Prescription Medication,-74.0079839,40.7232799
Prescription Medication,-74.0059263,40.6286429
Prescription Medication,-74.0068386,40.7078571
Fell Asleep,-73.7636094,40.7391739
Prescription Medication,-73.9500905,40.6997906
Prescription Medication,-73.9955923,40.6002316
Prescription Medication,-73.9776766,40.7521198
Fell Asleep,-73.7967022,40.7160192
Alcohol Involvement,-74.2068698,40.5314334
Aggressive Driving/Road Rage,-73.7940154,40.671442
Alcohol Involvement,-73.8717924,40.8303057
Prescription Medication,-74.02042,40.6420578
Alcohol Involvement,-73.9363982,40.8495422
Prescription Medication,-73.7608301,40.6659541
Prescription Medication,-73.9111168,40.6448524
Prescription Medication,-73.9527315,40.6321467
Alcohol Involvement,-73.9030524,40.8406262
Aggressive Driving/Road Rage,-73.911812,40.683181
Prescription Medication,-73.9373965,40.7489156
Prescription Medication,-73.9362111,40.8146733
Prescription Medication,-73.9943603,40.6902385
Prescription Medication,-73.9447234,40.7832478
Prescription Medication,-74.0011515,40.762025
Animals Action,-73.9762353,40.7656758
Prescription Medication,-73.9274072,40.7085426
Alcohol Involvement,-73.9862735,40.5788242
Aggressive Driving/Road Rage,-73.9879256,40.7597902
Prescription Medication,-73.9656248,40.6271557
Prescription Medication,-73.8703694,40.7334973
Prescription Medication,-73.9983142,40.7608228
Prescription Medication,-73.9928041,40.7429104
Fell Asleep,-73.7462115,40.752404
Prescription Medication,-73.9813103,40.7810254
Fell Asleep,-73.9857147,40.7679171
Prescription Medication,-73.9973001,40.7571064
Prescription Medication,-73.9299449,40.7375371
Prescription Medication,-73.8842489,40.8361789
Prescription Medication,-73.9605586,40.6594959
Prescription Medication,-73.9804639,40.6997037
Prescription Medication,-74.0847863,40.6166226
Prescription Medication,-74.0083868,40.7143621
Alcohol Involvement,-73.9634141,40.6051748
Prescription Medication,-73.7867019,40.7579465
Prescription Medication,-73.9770106,40.6111729
Prescription Medication,-73.8331043,40.7546608
Aggressive Driving/Road Rage,-73.8855166,40.8701843
Prescription Medication,-73.9633719,40.6098793
Prescription Medication,-74.0060645,40.6832037
Prescription Medication,-73.9103666,40.8438242
Prescription Medication,-74.0133505,40.7152345
Prescription Medication,-73.9310841,40.6582963
Alcohol Involvement,-73.983113,40.7348371
Prescription Medication,-73.9904543,40.771612
Prescription Medication,-73.9959428,40.758981
Alcohol Involvement,-73.9476836,40.8302224
Aggressive Driving/Road Rage,-73.8364102,40.8289994
